ip_address,MTU,"Внутренняя температура (CPE (Eltex), Основной)",Время работы Eltex,Двусторонний коэффициент потерь пакетов класс PRE (IPP7),Двусторонний коэффициент потерь пакетов класс REA (IPP5),Двусторонний коэффициент потерь пакетов класс STD (IPP1),Двусторонняя вариация времени задержки класс PRE (IPP7),Двусторонняя вариация времени задержки класс REA (IPP5),Двусторонняя вариация времени задержки класс STD (IPP1),Двусторонняя задержка передачи пакетов класс PRE (IPP7),Двусторонняя задержка передачи пакетов класс REA (IPP5),Двусторонняя задержка передачи пакетов класс STD (IPP1),Двусторонняя сетевая задержка (сред.),Джиттер,Доступность,Доступность от соседнего Eltex,Загрузка канала (UDP трафик) в момент измерения пропускной способности (передача) / Измерять только в нерабочее время,Загрузка канала (UDP трафик) в момент измерения пропускной способности (прием) /  Измерять только в нерабочее время,Загрузка канала (входящая)[new],Загрузка канала (исходящая)[new],"Загрузка канала (передача), Кбит/с","Загрузка канала (прием), Кбит/с",Загрузка оперативной памяти CPE,Загрузка процессора CPE,"Коэффициент загрузки канала (передача), %","Коэффициент загрузки канала (прием), %",Потеря пакетов,Проверка фрагментации пакетов,Пропускная способность (передача),"Пропускная способность (передача), %",Пропускная способность (прием),"Пропускная способность (прием), %",Среднее время отклика,"Статус Downlink порта до СКЗИ (CPE Eltex, Основной)","Статус Uplink порта (CPE Eltex, Основной)",Тест доступности (ICMP Echo),timestamp,target
172.16.15.150,1800.0,56.0,339140.0,0.0,0.0,0.0,1.0633333333333335,1.3499999999999999,0.11499999999999999,24.361666666666668,24.595,21.558333333333334,21.558333333333334,0.26666666666666666,1.0,1.0,,,288474.28343738354,305159.83737902297,2577.195,2774.025,61.0,4.0,16.778333333333332,18.06,0.0,1.0,15166.0,98.74,14779.0,96.22,26.133333333333333,2.0,2.0,100.0,2024-12-05 08:30:00,0
172.16.15.150,1800.0,56.0,339140.0,0.0,0.0,0.0,0.5033333333333333,1.325,0.09999999999999999,25.313333333333333,22.875,23.878333333333334,23.878333333333334,0.23333333333333334,1.0,1.0,,,283857.9122357769,343540.990978963,4542.34,2382.2383333333332,61.0,3.75,29.573333333333334,15.508333333333335,0.0,1.0,15166.0,98.74,14779.0,96.22,26.166666666666668,2.0,2.0,100.0,2024-12-05 09:00:00,0
172.16.15.150,1800.0,56.0,339140.0,0.0,0.0,0.0,2.3333333333333335,0.7883333333333334,0.06833333333333334,24.078333333333333,25.171666666666667,22.441666666666666,22.441666666666666,0.06896551724137931,1.0,1.0,,,259438.64391708703,316629.70022844046,3433.942,2819.3900000000003,61.5,4.0,22.356,18.356,0.0,1.0,15166.0,98.74,14779.0,96.22,26.06896551724138,2.0,2.0,100.0,2024-12-05 09:30:00,0
172.16.15.150,1800.0,55.0,339140.0,0.0,0.0,0.0,1.5083333333333335,10.015,0.09833333333333333,25.513333333333335,30.636666666666667,21.505,21.505,0.18181818181818182,1.0,1.0,,,237530.92952785507,356870.9508808303,2963.318333333333,1941.1566666666668,61.5,4.0,19.293333333333333,12.636666666666665,0.0,1.0,15166.0,98.74,14779.0,96.22,26.166666666666668,2.0,2.0,100.0,2024-12-05 10:00:00,0
172.16.15.150,1800.0,55.5,339380.0,0.0,0.0,0.0,2.902,1.174,1.285,24.096,22.662,25.67833333333333,25.67833333333333,0.1,1.0,1.0,,,202594.95525190368,317676.8768964845,2259.2816666666668,3000.7566666666667,61.0,4.25,14.706666666666665,19.535,0.0,1.0,15166.0,98.74,14779.0,96.22,26.066666666666666,2.0,2.0,100.0,2024-12-05 10:30:00,0
172.16.15.150,1800.0,55.5,339380.0,0.0,0.0,0.0,3.105,1.1733333333333333,0.10600000000000001,21.948333333333334,22.025000000000002,23.464,23.464,0.16666666666666666,1.0,1.0,,,268342.94133657805,338571.71072358475,3359.1566666666663,1135.1383333333333,61.0,3.75,21.871666666666666,7.390000000000001,0.0,1.0,15166.0,98.74,14779.0,96.22,26.2,2.0,2.0,100.0,2024-12-05 11:00:00,0
172.16.15.150,1800.0,55.0,339440.0,0.0,0.0,0.0,2.0483333333333333,2.8349999999999995,0.07333333333333333,22.834999999999997,39.595,20.435,20.435,0.16666666666666666,1.0,1.0,,,245756.30916252485,388652.6633625807,2513.665,1789.9333333333334,61.0,4.0,16.365,11.655000000000001,0.0,1.0,15166.0,98.74,14779.0,96.22,26.2,2.0,2.0,100.0,2024-12-05 11:30:00,0
172.16.15.150,1800.0,56.0,339440.0,0.0,0.0,0.0,3.205,0.75,0.09000000000000001,21.853333333333335,24.055000000000003,24.896666666666665,24.896666666666665,0.13333333333333333,1.0,1.0,,,227117.6633841445,346188.9225471598,2832.2400000000002,2355.3833333333337,61.0,4.0,18.44,15.333333333333334,0.0,1.0,15166.0,98.74,14779.0,96.22,26.1,2.0,2.0,100.0,2024-12-05 12:00:00,0
172.16.15.150,1800.0,55.0,339500.0,0.0,0.0,0.0,1.2816666666666667,2.0216666666666665,0.35833333333333334,21.31,22.743333333333336,21.641666666666666,21.641666666666666,0.13793103448275862,1.0,1.0,,,216949.39641642102,328181.38865100854,3481.4599999999996,2272.3383333333336,61.0,4.0,22.665000000000003,14.793333333333335,0.0,1.0,15822.0,100.0,15435.0,100.0,26.275862068965516,2.0,2.0,100.0,2024-12-05 12:30:00,0
172.16.15.150,1800.0,56.0,339500.0,0.0,0.0,0.0,0.505,1.5583333333333333,0.10333333333333333,22.885,26.131666666666664,23.791666666666668,23.791666666666668,0.16666666666666666,1.0,1.0,,,163344.21074725452,250409.40036903784,3207.9799999999996,1489.9950000000001,61.0,4.0,20.885,9.701666666666666,0.0,1.0,15822.0,100.0,15435.0,100.0,26.12121212121212,2.0,2.0,100.0,2024-12-05 13:00:00,0
172.16.15.150,1800.0,55.0,339560.0,0.0,0.0,0.0,1.4183333333333332,0.8683333333333333,0.08166666666666667,24.718333333333334,24.37666666666667,23.71666666666667,23.71666666666667,0.1,1.0,1.0,,,176354.82303336248,289146.51967419166,2176.2000000000003,1525.6533333333334,61.0,4.0,14.165,9.933333333333332,0.0,1.0,15822.0,100.0,15435.0,100.0,26.033333333333335,2.0,2.0,100.0,2024-12-05 13:30:00,0
172.16.15.150,1800.0,56.0,339560.0,0.0,0.0,0.0,1.25,5.3566666666666665,0.07833333333333334,24.563333333333333,26.775000000000002,24.054999999999996,24.054999999999996,0.1,1.0,1.0,,,95605.4133738844,114042.378871138,780.9716666666667,1551.8283333333331,61.0,4.0,5.085,10.103333333333333,0.0,1.0,15822.0,100.0,15435.0,100.0,26.033333333333335,2.0,2.0,100.0,2024-12-05 14:00:00,0
172.16.15.150,1800.0,56.0,339620.0,0.0,0.0,0.0,2.9883333333333333,1.3866666666666667,0.12333333333333334,25.415000000000003,22.606666666666666,23.723333333333333,23.723333333333333,0.1,1.0,1.0,,,67885.56752017276,66928.59854266861,470.1466666666667,438.46999999999997,61.0,3.5,3.061666666666667,2.855,0.0,1.0,15822.0,100.0,15435.0,100.0,26.1,2.0,2.0,100.0,2024-12-05 14:30:00,0
172.16.15.150,1800.0,56.0,339620.0,0.0,0.0,0.0,1.32,1.3833333333333335,0.075,26.258333333333336,23.314999999999998,23.741666666666664,23.741666666666664,0.27586206896551724,1.0,1.0,,,43097.862452412446,68310.1364570379,450.18,313.23833333333334,61.0,3.5,2.93,2.04,0.0,1.0,15822.0,100.0,15435.0,100.0,26.310344827586206,2.0,2.0,100.0,2024-12-05 15:00:00,0
172.16.15.150,1800.0,56.0,339680.0,0.0,0.0,0.0,1.07,2.47,0.09833333333333334,20.625,25.97666666666667,22.55333333333333,22.55333333333333,0.5666666666666667,1.0,1.0,,,45475.35002562562,57754.72077656183,420.37999999999994,274.34,61.5,3.5,2.7366666666666664,1.7866666666666668,0.0,1.0,15822.0,100.0,15435.0,100.0,26.466666666666665,2.0,2.0,100.0,2024-12-05 15:30:00,0
172.16.15.150,1800.0,56.0,339680.0,0.0,0.0,0.0,3.275714285714286,1.6942857142857142,0.9014285714285715,27.821428571428573,24.885714285714283,25.54,25.54,0.3125,1.0,1.0,,,37131.795626580424,55623.34230040895,475.78428571428566,322.6385714285715,61.0,3.5,3.0957142857142856,2.1,1.1428571428571428,1.0,15822.0,100.0,15435.0,100.0,26.15625,2.0,2.0,100.0,2024-12-05 16:00:00,0
172.16.15.150,1800.0,56.0,339740.0,0.0,0.0,0.0,0.6966666666666668,1.383333333333333,0.08166666666666667,27.429999999999996,22.040000000000003,23.735,23.735,0.43333333333333335,1.0,1.0,,,37364.4583311157,56883.056393757266,384.59499999999997,230.005,61.0,3.5,2.5033333333333334,1.4983333333333333,0.0,1.0,15547.0,100.0,15542.0,100.0,26.333333333333332,2.0,2.0,100.0,2024-12-05 16:30:00,0
172.16.15.150,1800.0,55.5,339740.0,0.0,0.0,0.0,2.4283333333333332,1.215,0.09833333333333333,24.086666666666662,25.72666666666667,22.55,22.55,1.0666666666666667,1.0,1.0,,,34647.815824402926,53548.782918750214,388.1066666666666,218.72333333333336,61.0,3.5,2.526666666666667,1.4233333333333331,0.0,1.0,15547.0,100.0,15542.0,100.0,26.833333333333332,2.0,2.0,100.0,2024-12-05 17:00:00,0
172.16.15.150,1800.0,56.0,339800.0,0.0,0.0,0.0,2.021666666666667,1.6333333333333335,0.6916666666666668,25.498333333333335,22.436666666666667,23.066666666666666,23.066666666666666,1.2,1.0,1.0,,,32950.24195629001,52940.728875533474,436.83599999999996,315.358,61.0,3.5,2.8419999999999996,2.056,0.0,1.0,15547.0,100.0,15542.0,100.0,26.966666666666665,2.0,2.0,100.0,2024-12-05 17:30:00,0
172.16.15.150,1800.0,56.0,339800.0,0.0,0.0,0.0,1.4916666666666665,2.0966666666666667,0.07833333333333334,21.63,24.66,25.368333333333336,25.368333333333336,0.8181818181818182,1.0,1.0,,,32517.849507750867,53480.90675807678,481.6966666666667,325.6466666666667,61.5,3.5,3.135,2.1233333333333335,0.0,1.0,15547.0,100.0,15542.0,100.0,26.766666666666666,2.0,2.0,100.0,2024-12-05 18:00:00,0
172.16.15.150,1800.0,56.0,339860.0,0.0,0.0,0.0,2.286,0.78,0.07666666666666667,23.304,19.662,21.401666666666667,21.401666666666667,1.2413793103448276,1.0,1.0,,,33684.84057869423,53614.505044010104,421.3633333333333,273.84666666666664,61.0,3.5,2.7433333333333336,1.781666666666667,0.0,1.0,15547.0,100.0,15542.0,100.0,26.93103448275862,2.0,2.0,100.0,2024-12-05 18:30:00,0
172.16.15.150,1800.0,55.0,339860.0,0.0,0.0,0.0,0.6383333333333333,0.4366666666666667,0.118,22.938333333333333,22.893333333333334,20.524,20.524,0.5666666666666667,1.0,1.0,,,32336.24751738001,48774.13093039211,425.355,295.2183333333333,61.0,3.5,2.768333333333333,1.92,0.6666666666666666,1.0,15547.0,100.0,15542.0,100.0,26.566666666666666,2.0,2.0,100.0,2024-12-05 19:00:00,0
172.16.15.150,1800.0,56.0,339920.0,0.0,0.0,0.0,1.885,4.263333333333333,0.085,25.67,27.376666666666665,22.633333333333336,22.633333333333336,0.4666666666666667,1.0,1.0,,,23740.108933838277,35922.95430538102,296.54,202.29999999999998,61.0,3.5,1.93,1.3183333333333334,0.0,1.0,15547.0,100.0,15542.0,100.0,26.633333333333333,2.0,2.0,100.0,2024-12-05 19:30:00,0
172.16.15.150,1800.0,56.0,339920.0,0.0,0.0,0.0,0.8116666666666665,1.1400000000000001,0.075,23.325,25.368333333333336,21.471666666666668,21.471666666666668,1.0333333333333334,1.0,1.0,,,33570.59679972762,17206.27654924979,115.71833333333332,180.595,61.5,3.75,0.7516666666666666,1.1766666666666665,0.0,1.0,15547.0,100.0,15542.0,100.0,26.766666666666666,2.0,2.0,100.0,2024-12-05 20:00:00,0
172.16.15.150,1800.0,56.0,339980.0,0.0,0.0,0.0,1.26,0.9883333333333333,0.14166666666666666,23.13,23.30666666666667,22.713333333333335,22.713333333333335,0.6,1.0,1.0,,,26292.21302831642,18697.6966323154,113.18166666666667,118.74666666666667,61.0,3.5,0.7366666666666667,0.7733333333333333,0.0,1.0,15790.0,100.0,15704.0,100.0,26.966666666666665,2.0,2.0,100.0,2024-12-05 20:30:00,0
172.16.15.150,1800.0,55.5,339980.0,0.0,0.0,0.0,2.975,4.503333333333334,0.085,23.853333333333335,26.034999999999997,23.91333333333333,23.91333333333333,0.9,1.0,1.0,,,17194.097020796355,18974.841876251558,112.12666666666667,121.15666666666668,61.0,3.5,0.73,0.79,0.0,1.0,15790.0,100.0,15704.0,100.0,26.733333333333334,2.0,2.0,100.0,2024-12-05 21:00:00,0
172.16.15.150,1800.0,55.5,340040.0,0.0,0.0,0.0,1.105,1.3083333333333333,0.12333333333333334,23.281666666666666,23.513333333333335,22.878333333333334,22.878333333333334,1.2413793103448276,1.0,1.0,,,20943.225344578714,16849.312994429416,106.60666666666667,93.76666666666667,61.0,3.5,0.6916666666666668,0.61,0.0,1.0,15790.0,100.0,15704.0,100.0,27.06896551724138,2.0,2.0,100.0,2024-12-05 21:30:00,0
172.16.15.150,1800.0,56.0,340040.0,0.0,0.0,0.0,2.0100000000000002,1.705,0.12666666666666668,23.498333333333335,21.35166666666667,23.743333333333336,23.743333333333336,1.1,1.0,1.0,,,17120.097274812004,16218.438962260425,141.38833333333335,150.41,61.5,3.5,0.9216666666666667,0.9783333333333334,0.0,1.0,15790.0,100.0,15704.0,100.0,26.9,2.0,2.0,100.0,2024-12-05 22:00:00,0
172.16.15.150,1800.0,56.0,340100.0,0.0,0.0,0.0,1.6266666666666667,1.3,0.06999999999999999,25.90833333333333,21.425,20.540000000000003,20.540000000000003,0.5,1.0,1.0,,,17665.101119238065,16845.9307000805,113.90833333333332,102.38333333333333,61.0,3.25,0.7400000000000001,0.6666666666666666,0.0,1.0,15790.0,100.0,15704.0,100.0,26.366666666666667,2.0,2.0,100.0,2024-12-05 22:30:00,0
172.16.15.150,1800.0,56.0,340100.0,0.0,0.0,0.0,1.26,0.07833333333333334,0.09833333333333334,24.633333333333336,23.886666666666667,21.564999999999998,21.564999999999998,0.8787878787878788,1.0,1.0,,,18015.129525410724,16779.89651302713,155.70166666666668,220.09666666666666,61.5,3.5,1.0133333333333334,1.4333333333333333,0.0,1.0,15790.0,100.0,15704.0,100.0,26.6,2.0,2.0,100.0,2024-12-05 23:00:00,0
172.16.15.150,1800.0,56.0,340160.0,0.0,0.0,0.0,3.106666666666667,0.49833333333333335,0.10333333333333333,26.785,25.21166666666667,22.8,22.8,2.1333333333333333,1.0,1.0,,,18069.434642911863,16773.934428748806,117.745,155.14166666666668,61.5,3.5,0.7683333333333334,1.01,0.0,1.0,15790.0,100.0,15704.0,100.0,27.6,2.0,2.0,100.0,2024-12-05 23:30:00,0
172.16.15.150,1800.0,56.0,340160.0,0.0,0.0,0.0,1.4085714285714286,1.5357142857142858,0.13285714285714287,26.225714285714282,24.951428571428572,22.93285714285714,22.93285714285714,0.4857142857142857,1.0,1.0,,,19241.06308701783,17508.024896192674,160.24142857142857,186.85999999999999,61.5,3.25,1.042857142857143,1.217142857142857,0.0,1.0,15790.0,100.0,15704.0,100.0,26.59375,2.0,2.0,100.0,2024-12-06 00:00:00,0
172.16.15.150,1800.0,56.0,340220.0,0.0,0.0,0.0,3.0016666666666665,1.8766666666666667,0.4766666666666666,24.810000000000002,23.748333333333335,22.849999999999998,22.849999999999998,0.23333333333333334,1.0,1.0,,,44615.10654465478,21080.38002859657,145.4466666666667,137.77833333333334,61.0,3.5,0.9483333333333333,0.8966666666666666,0.0,1.0,15797.0,100.0,15736.0,100.0,26.166666666666668,2.0,2.0,100.0,2024-12-06 00:30:00,0
172.16.15.150,1800.0,56.0,340220.0,0.0,0.0,0.0,1.5733333333333333,0.47000000000000003,0.09166666666666667,25.378333333333334,23.048333333333332,24.036666666666665,24.036666666666665,0.5862068965517241,1.0,1.0,,,688885.0891607862,50994.532742374766,457.51599999999996,5808.697999999999,62.0,4.25,2.976,37.818,0.0,1.0,15797.0,100.0,15736.0,100.0,26.551724137931036,2.0,2.0,100.0,2024-12-06 01:00:00,0
172.16.15.150,1800.0,56.0,340280.0,0.0,0.0,0.0,1.655,0.3133333333333333,0.11666666666666665,23.451666666666668,21.59,22.59166666666667,22.59166666666667,0.6,1.0,1.0,,,888380.6069701866,60907.99443019195,462.72166666666664,7138.946666666667,61.0,3.75,3.0116666666666667,46.47666666666667,0.0,1.0,15797.0,100.0,15736.0,100.0,26.566666666666666,2.0,2.0,100.0,2024-12-06 01:30:00,0
172.16.15.150,1800.0,56.0,340280.0,0.0,0.0,0.0,6.138333333333333,1.6199999999999999,0.09999999999999999,26.088333333333335,21.24833333333333,20.468333333333334,20.468333333333334,0.4666666666666667,1.0,1.0,,,891026.9017196691,61306.15520556516,496.0183333333334,7345.275000000001,61.5,4.0,3.2283333333333335,47.82,0.0,1.0,15797.0,100.0,15736.0,100.0,26.5,2.0,2.0,100.0,2024-12-06 02:00:00,0
172.16.15.150,1800.0,56.0,340340.0,0.0,0.0,0.0,1.592,1.668,0.10200000000000001,21.596,22.854,23.398000000000003,23.398000000000003,0.7,1.0,1.0,,,920366.6502247449,66236.45445092297,480.83666666666664,7262.485000000001,61.5,3.75,3.1316666666666664,47.28333333333333,0.0,1.0,15797.0,100.0,15736.0,100.0,26.5,2.0,2.0,100.0,2024-12-06 02:30:00,0
172.16.15.150,1800.0,55.5,340340.0,0.0,0.0,0.0,2.1783333333333332,1.1716666666666666,0.08166666666666667,22.791666666666668,24.596666666666668,24.968333333333334,24.968333333333334,0.8181818181818182,1.0,1.0,,,929317.6387564966,127533.07952572095,905.5033333333332,7652.875,62.0,4.25,5.8933333333333335,49.824999999999996,0.0,1.0,15797.0,100.0,15736.0,100.0,26.633333333333333,2.0,2.0,100.0,2024-12-06 03:00:00,0
172.16.15.150,1800.0,56.0,340400.0,0.0,0.0,0.0,1.3183333333333331,0.6,0.115,23.28,25.361666666666665,24.833333333333332,24.833333333333332,0.4666666666666667,1.0,1.0,,,942201.3323633668,109591.26479665827,1311.0133333333333,7760.985000000001,61.0,4.25,8.534999999999998,50.525,0.0,1.0,15797.0,100.0,15736.0,100.0,26.3,2.0,2.0,100.0,2024-12-06 03:30:00,0
172.16.15.150,1800.0,56.0,340400.0,0.0,0.0,0.0,0.17833333333333332,7.355,0.105,23.99,25.59166666666667,22.613333333333333,22.613333333333333,0.4,1.0,1.0,,,1025759.0338422549,240790.05764988984,1424.5566666666666,8711.488333333333,61.5,4.25,9.273333333333333,56.715,0.0,1.0,15797.0,100.0,15736.0,100.0,26.233333333333334,2.0,2.0,100.0,2024-12-06 04:00:00,0
172.16.15.150,1800.0,55.0,340460.0,0.0,0.0,0.0,1.59,2.938333333333333,0.12833333333333333,22.44666666666667,25.37,22.63,22.63,0.3793103448275862,1.0,1.0,,,1244352.589865179,277285.15365176235,1724.5183333333334,10351.368333333334,61.0,4.5,11.225000000000001,67.39333333333333,0.0,1.0,15810.0,100.0,14654.0,95.4,26.275862068965516,2.0,2.0,100.0,2024-12-06 04:30:00,0
172.16.15.150,1800.0,55.0,340460.0,0.0,0.0,0.0,3.276666666666667,1.1566666666666667,0.06666666666666667,22.433333333333334,22.775000000000002,22.895,22.895,0.6,1.0,1.0,,,1088714.344516028,410549.34094336967,3221.4466666666667,9246.0,61.0,4.25,20.973333333333333,60.195,0.0,1.0,15810.0,100.0,14654.0,95.4,26.566666666666666,2.0,2.0,100.0,2024-12-06 05:00:00,0
172.16.15.150,1800.0,55.0,340520.0,0.0,0.0,0.0,2.9066666666666663,5.148333333333333,0.09666666666666666,25.423333333333332,29.403333333333336,22.59,22.59,0.5,1.0,1.0,,,943177.6196199589,354474.29616955755,2135.2000000000003,7161.883333333334,61.0,4.0,13.9,46.626666666666665,0.6666666666666666,1.0,15810.0,100.0,14654.0,95.4,26.4,2.0,2.0,100.0,2024-12-06 05:30:00,0
172.16.15.150,1800.0,55.5,340520.0,0.0,0.0,0.0,1.4966666666666668,1.5933333333333335,0.12666666666666668,24.028333333333336,21.271666666666665,20.36,20.36,0.48484848484848486,1.0,1.0,,,1032039.368880071,343061.07588266034,2293.806666666667,8252.295,61.0,4.25,14.933333333333332,53.725,0.0,1.0,15810.0,100.0,14654.0,95.4,26.366666666666667,2.0,2.0,100.0,2024-12-06 06:00:00,0
172.16.15.150,1800.0,55.5,340580.0,0.0,0.0,0.0,1.195,1.325,0.07333333333333335,24.523333333333337,23.13,23.843333333333334,23.843333333333334,0.23333333333333334,1.0,1.0,,,1033591.5343320153,435835.67388619506,4203.638333333333,6954.181666666667,61.0,4.25,27.366666666666664,45.27333333333333,0.0,1.0,15810.0,100.0,14654.0,95.4,26.366666666666667,2.0,2.0,100.0,2024-12-06 06:30:00,0
172.16.15.150,1800.0,56.0,340580.0,0.0,0.0,0.0,2.145,1.0016666666666667,1.2316666666666667,26.495,21.878333333333334,24.776666666666667,24.776666666666667,0.43333333333333335,1.0,1.0,,,1027572.921381658,335903.7472372769,2338.6983333333333,8028.008333333334,61.0,4.25,15.226666666666667,52.26666666666667,0.0,1.0,15810.0,100.0,14654.0,95.4,26.433333333333334,2.0,2.0,100.0,2024-12-06 07:00:00,0
172.16.15.150,1800.0,56.0,340640.0,0.0,0.0,0.0,0.5916666666666667,1.8166666666666667,0.5683333333333334,22.218333333333334,24.855,23.528333333333336,23.528333333333336,0.27586206896551724,1.0,1.0,,,818110.1669785118,343748.1666488233,3302.4083333333333,6313.095,61.0,4.25,21.5,41.10166666666667,0.0,1.0,15810.0,100.0,14654.0,95.4,26.310344827586206,2.0,2.0,100.0,2024-12-06 07:30:00,0
172.16.15.150,1800.0,56.0,340640.0,0.0,0.0,0.0,2.262857142857143,1.1871428571428573,0.42285714285714293,23.29,24.195714285714285,23.527142857142856,23.527142857142856,0.4375,1.0,1.0,,,399607.0226695829,394158.06494054734,4313.9685714285715,3784.162857142857,61.5,4.25,28.084285714285716,24.63714285714286,0.0,1.0,15810.0,100.0,14654.0,95.4,26.46875,2.0,2.0,100.0,2024-12-06 08:00:00,0
172.16.15.150,1800.0,55.5,340700.0,0.0,0.0,0.0,3.2816666666666663,1.7066666666666668,0.9466666666666667,23.265,21.116666666666667,23.583333333333332,23.583333333333332,0.7,1.0,1.0,,,308554.0656766004,385486.50640600664,4932.745,2872.3333333333335,61.0,4.25,32.111666666666665,18.7,0.0,1.0,15222.0,99.1,15264.0,99.38,26.566666666666666,2.0,2.0,100.0,2024-12-06 08:30:00,0
172.16.15.150,1800.0,56.0,340700.0,0.0,0.0,0.0,2.266666666666667,0.6566666666666666,1.9033333333333333,26.209999999999997,25.875,24.026666666666667,24.026666666666667,0.3333333333333333,1.0,1.0,,,295295.3192984315,441074.1014382911,4113.258333333333,1330.36,61.0,4.25,26.78,8.661666666666667,0.0,1.0,15222.0,99.1,15264.0,99.38,26.303030303030305,2.0,2.0,100.0,2024-12-06 09:00:00,0
172.16.15.150,1800.0,56.0,340760.0,0.0,0.0,0.0,1.45,1.6466666666666667,0.525,22.361666666666665,23.46666666666667,20.74,20.74,0.26666666666666666,1.0,1.0,,,232965.02898674764,328156.926860232,1927.596,2778.308,61.0,4.0,12.55,18.089999999999996,0.0,1.0,15222.0,99.1,15264.0,99.38,26.2,2.0,2.0,100.0,2024-12-06 09:30:00,0
172.16.15.150,1800.0,56.0,340760.0,0.0,0.0,0.0,1.3816666666666666,2.2466666666666666,1.105,23.346666666666668,29.349999999999998,23.96166666666667,23.96166666666667,0.26666666666666666,1.0,1.0,,,243651.6560630651,383521.7818699337,2381.596666666667,1367.5466666666664,61.0,3.75,15.505,8.901666666666667,0.0,1.0,15222.0,99.1,15264.0,99.38,26.233333333333334,2.0,2.0,100.0,2024-12-06 10:00:00,0
172.16.15.150,1800.0,55.5,340820.0,0.0,0.0,0.0,1.6179999999999999,6.095999999999999,1.1033333333333333,23.182,22.195999999999998,23.436666666666667,23.436666666666667,0.3,1.0,1.0,,,233076.7965806667,322363.5356233256,3843.3316666666665,1580.7883333333332,61.0,4.0,25.02,10.291666666666666,0.0,1.0,15222.0,99.1,15264.0,99.38,26.233333333333334,2.0,2.0,100.0,2024-12-06 10:30:00,0
172.16.15.150,1800.0,56.0,340820.0,0.0,0.0,0.0,3.126666666666667,2.308333333333333,1.502,25.53,26.709999999999997,24.22,24.22,0.3103448275862069,1.0,1.0,,,319139.8681485314,291321.3972896723,2881.956666666667,3791.73,61.0,4.0,18.763333333333332,24.686666666666667,0.0,1.0,15222.0,99.1,15264.0,99.38,26.413793103448278,2.0,2.0,100.0,2024-12-06 11:00:00,0
172.16.15.150,1800.0,56.0,340880.0,0.0,0.0,0.0,1.8083333333333333,1.705,1.4183333333333332,24.981666666666666,22.496666666666666,21.153333333333332,21.153333333333332,0.16666666666666666,1.0,1.0,,,260109.03271006132,280751.43601681443,3062.2816666666663,1644.0250000000003,61.0,4.0,19.938333333333333,10.703333333333333,0.0,1.0,15222.0,99.1,15264.0,99.38,26.033333333333335,2.0,2.0,100.0,2024-12-06 11:30:00,0
172.16.15.150,1800.0,55.5,340880.0,0.0,0.0,0.0,1.3416666666666666,1.4133333333333333,0.6383333333333333,23.958333333333332,23.768333333333334,24.165000000000003,24.165000000000003,0.26666666666666666,1.0,1.0,,,309931.54175190243,285264.2866279803,1996.8999999999999,2541.195,61.0,3.75,13.0,16.541666666666668,0.0,1.0,15222.0,99.1,15264.0,99.38,26.233333333333334,2.0,2.0,100.0,2024-12-06 12:00:00,0
172.16.15.150,1800.0,56.0,340940.0,0.0,0.0,0.0,5.066666666666666,1.2233333333333334,1.2633333333333334,26.51833333333333,22.356666666666666,24.606666666666666,24.606666666666666,1.0333333333333334,1.0,1.0,,,733126.6679795778,331866.4474918742,2643.8083333333334,6546.031666666667,61.0,4.0,17.21166666666667,42.62,0.0,1.0,15191.0,98.9,15473.0,100.0,27.1,2.0,2.0,100.0,2024-12-06 12:30:00,0
172.16.15.150,1800.0,56.0,340940.0,0.0,0.0,0.0,0.6666666666666666,6.085,1.4816666666666667,21.328333333333333,27.966666666666665,22.23,22.23,0.13333333333333333,1.0,1.0,,,145655.99497376932,288824.37735323387,3396.3349999999996,969.9783333333334,61.0,4.0,22.113333333333333,6.315,0.0,1.0,15191.0,98.9,15473.0,100.0,26.151515151515152,2.0,2.0,100.0,2024-12-06 13:00:00,0
172.16.15.150,1800.0,56.0,341000.0,0.0,0.0,0.0,1.1833333333333333,0.9416666666666668,1.135,22.5,23.246666666666666,23.343333333333334,23.343333333333334,0.23333333333333334,1.0,1.0,,,141039.83647314933,242968.24235598225,1652.4399999999998,983.4433333333333,61.5,4.0,10.76,6.401666666666666,0.0,1.0,15191.0,98.9,15473.0,100.0,26.166666666666668,2.0,2.0,100.0,2024-12-06 13:30:00,0
172.16.15.150,1800.0,56.0,341000.0,0.0,0.0,0.0,1.3466666666666667,2.016666666666667,1.9483333333333333,25.573333333333334,23.983333333333334,24.923333333333332,24.923333333333332,0.3,1.0,1.0,,,62969.24141031643,85569.1471983479,815.7333333333332,511.33666666666664,61.0,3.5,5.31,3.3266666666666667,0.0,1.0,15191.0,98.9,15473.0,100.0,26.515151515151516,2.0,2.0,100.0,2024-12-06 14:00:00,0
172.16.15.150,1800.0,56.0,341060.0,0.0,0.0,0.0,4.975,1.0116666666666667,0.665,23.915000000000003,22.206666666666667,24.53333333333333,24.53333333333333,0.3448275862068966,1.0,1.0,,,371170.9938853834,64255.90733022188,515.42,3533.023333333333,61.0,3.5,3.356666666666667,23.0,0.0,1.0,15191.0,98.9,15473.0,100.0,26.310344827586206,2.0,2.0,100.0,2024-12-06 14:30:00,0
