equipment,ip_address,incident_time
20003-Eltex2,172.20.28.126,2024-10-01 00:03:14
20004-Eltex2,172.20.28.186,2024-10-01 00:03:15
20002-Eltex1,172.16.27.246,2024-10-01 00:03:16
20001-Eltex2,172.20.11.230,2024-10-01 00:03:12
20005-Eltex2,172.20.33.110,2024-10-01 00:03:14
87001-Eltex2,172.20.25.106,2024-10-01 00:07:14
50005-Eltex2,172.20.2.242,2024-10-01 00:21:13
87001-Eltex2,172.20.25.106,2024-10-01 00:12:17
87001-Eltex2,172.20.25.106,2024-10-01 00:17:13
87001-Eltex2,172.20.25.106,2024-10-01 00:24:13
36012-s-terra1,198.18.14.82,2024-10-01 00:28:25
87001-Eltex2,172.20.25.106,2024-10-01 00:33:14
36012-s-terra1,198.18.14.82,2024-10-01 00:43:23
87001-Eltex2,172.20.25.106,2024-10-01 00:43:14
36012-Eltex1,172.16.12.82,2024-10-01 00:05:14
87001-Eltex2,172.20.25.106,2024-10-01 00:55:14
23061-Eltex2,172.20.33.218,2024-10-01 01:07:10
87001-Eltex2,172.20.25.106,2024-10-01 01:07:13
23057-Eltex2,172.20.30.242,2024-10-01 01:07:14
51005-Eltex2,172.20.6.242,2024-10-01 01:11:13
11001-Eltex2,172.20.6.126,2024-10-01 01:18:13
11011-Eltex2,172.20.30.42,2024-10-01 01:18:16
87001-Eltex2,172.20.25.106,2024-10-01 01:22:14
87001-s-terra2,198.18.155.106,2024-10-01 01:25:14
36012-s-terra1,198.18.14.82,2024-10-01 01:33:21
87001-Eltex2,172.20.25.106,2024-10-01 01:37:13
16023-Eltex2,172.20.13.194,2024-10-01 01:42:17
87001-Eltex2,172.20.25.106,2024-10-01 01:42:13
36012-s-terra1,198.18.14.82,2024-10-01 01:43:21
16023-Eltex2,172.20.13.194,2024-10-01 01:53:17
87001-Eltex2,172.20.25.106,2024-10-01 01:57:13
16023-Eltex2,172.20.13.194,2024-10-01 02:00:14
87001-Eltex2,172.20.25.106,2024-10-01 02:06:14
16023-Eltex2,172.20.13.194,2024-10-01 02:10:17
36012-s-terra1,198.18.14.82,2024-10-01 02:09:17
87001-Eltex2,172.20.25.106,2024-10-01 02:09:14
16023-Eltex2,172.20.13.194,2024-10-01 02:13:14
16023-Eltex2,172.20.13.194,2024-10-01 02:17:17
14011-Eltex1,172.16.23.242,2024-10-01 02:25:14
87001-Eltex2,172.20.25.106,2024-10-01 02:25:14
14011-Eltex2,172.20.23.242,2024-10-01 02:27:14
16023-Eltex2,172.20.13.194,2024-10-01 02:26:14
87001-s-terra2,198.18.155.106,2024-10-01 02:29:13
36012-s-terra1,198.18.14.82,2024-10-01 02:33:18
61050-Eltex1,172.16.32.186,2024-10-01 02:34:12
44004-Eltex1,172.16.5.250,2024-10-01 02:36:13
87001-Eltex2,172.20.25.106,2024-10-01 02:37:14
61050-Eltex1,172.16.32.186,2024-10-01 02:38:13
87001-Eltex2,172.20.25.106,2024-10-01 02:45:13
11008-Eltex2,172.20.26.90,2024-10-01 01:20:43
11009-Eltex2,172.20.27.198,2024-10-01 01:20:45
87001-Eltex2,172.20.25.106,2024-10-01 02:50:14
87001-Eltex2,172.20.25.106,2024-10-01 02:53:14
87001-Eltex2,172.20.25.106,2024-10-01 03:05:14
28005-Eltex2,172.20.23.166,2024-10-01 03:24:18
36012-s-terra1,198.18.14.82,2024-10-01 03:25:17
87001-Eltex2,172.20.25.106,2024-10-01 03:24:14
42014-Eltex2,172.20.21.110,2024-10-01 03:35:12
33014-Eltex2,172.20.30.178,2024-10-01 03:36:14
36012-s-terra1,198.18.14.82,2024-10-01 02:55:14
36012-Eltex1,172.16.12.82,2024-10-01 02:55:14
87001-Eltex2,172.20.25.106,2024-10-01 03:41:14
07002-Eltex2,172.20.11.206,2024-10-01 03:43:12
11001-Eltex2,172.20.6.126,2024-10-01 03:45:14
11011-Eltex2,172.20.30.42,2024-10-01 03:45:19
36012-s-terra1,198.18.14.82,2024-10-01 03:53:20
87001-Eltex2,172.20.25.106,2024-10-01 03:56:14
36012-s-terra1,198.18.14.82,2024-10-01 04:09:17
66055-Eltex1,172.16.28.134,2024-10-01 04:09:15
14011-Eltex2,172.20.23.242,2024-10-01 04:13:14
87001-Eltex2,172.20.25.106,2024-10-01 04:14:13
36012-s-terra1,198.18.14.82,2024-10-01 04:29:17
87001-Eltex2,172.20.25.106,2024-10-01 04:31:14
77016-Eltex2,172.20.4.114,2024-10-01 04:34:16
14011-Eltex2,172.20.23.242,2024-10-01 04:44:13
61051-Eltex1,172.16.33.186,2024-10-01 04:45:10
14011-Eltex2,172.20.23.242,2024-10-01 04:45:14
36012-s-terra1,198.18.14.82,2024-10-01 04:58:22
87001-Eltex2,172.20.25.106,2024-10-01 05:03:13
77201-Eltex2,172.20.1.10,2024-10-01 05:15:17
66056-Eltex1,172.16.28.138,2024-10-01 05:15:16
87001-Eltex2,172.20.25.106,2024-10-01 05:14:14
77274-Eltex2,172.20.28.214,2024-10-01 05:16:12
36012-s-terra1,198.18.14.82,2024-10-01 05:18:19
87001-Eltex2,172.20.25.106,2024-10-01 05:27:14
87001-s-terra2,198.18.155.106,2024-10-01 05:30:13
44004-Eltex1,172.16.5.250,2024-10-01 05:36:13
77090-Eltex2,172.20.1.106,2024-10-01 04:10:39
36012-s-terra1,198.18.14.82,2024-10-01 05:40:17
87001-Eltex2,172.20.25.106,2024-10-01 05:40:13
87001-Eltex2,172.20.25.106,2024-10-01 05:52:13
87001-Eltex2,172.20.25.106,2024-10-01 06:00:13
36012-s-terra1,198.18.14.82,2024-10-01 06:04:17
87001-Eltex2,172.20.25.106,2024-10-01 06:04:13
36012-s-terra1,198.18.14.82,2024-10-01 06:15:17
36012-Eltex1,172.16.12.82,2024-10-01 06:15:17
87001-Eltex2,172.20.25.106,2024-10-01 06:18:14
86004-Eltex1,172.16.19.118,2024-10-01 06:19:13
36012-s-terra1,198.18.14.82,2024-10-01 06:22:16
86004-Eltex1,172.16.19.118,2024-10-01 06:25:15
87001-Eltex2,172.20.25.106,2024-10-01 06:28:14
66055-Eltex1,172.16.28.134,2024-10-01 06:30:19
66055-Eltex1,172.16.28.134,2024-10-01 06:30:19
66055-Eltex2,172.20.28.134,2024-10-01 06:30:19
66055-Eltex2,172.20.28.134,2024-10-01 06:30:19
65003-Eltex2,172.20.24.186,2024-10-01 06:37:14
87001-Eltex2,172.20.25.106,2024-10-01 06:39:14
36012-s-terra1,198.18.14.82,2024-10-01 06:49:17
87001-Eltex2,172.20.25.106,2024-10-01 06:49:14
55010-Eltex2,172.20.21.30,2024-10-01 06:56:14
87001-Eltex2,172.20.25.106,2024-10-01 07:00:14
36012-s-terra1,198.18.14.82,2024-10-01 07:09:17
87001-Eltex2,172.20.25.106,2024-10-01 07:12:13
54030-Eltex1,172.16.20.138,2024-10-01 07:17:12
87001-Eltex2,172.20.25.106,2024-10-01 07:24:13
61029-Eltex2,172.20.10.194,2024-10-01 07:29:15
36012-s-terra1,198.18.14.82,2024-10-01 06:45:15
36012-Eltex1,172.16.12.82,2024-10-01 06:45:15
14011-Eltex2,172.20.23.242,2024-10-01 07:32:13
66052-Eltex1,172.16.26.150,2024-10-01 06:10:39
14011-Eltex1,172.16.23.242,2024-10-01 07:43:14
14011-Eltex2,172.20.23.242,2024-10-01 07:45:14
14011-Eltex2,172.20.23.242,2024-10-01 07:57:12
36012-s-terra1,198.18.14.82,2024-10-01 08:09:17
32004-Eltex1,172.16.9.50,2024-10-01 08:16:13
23043-Eltex1,172.16.26.182,2024-10-01 08:18:15
77309-Eltex1,172.16.33.182,2024-10-01 08:23:32
77309-s-terra1,198.18.35.182,2024-10-01 08:23:32
54030-s-terra1,198.18.22.138,2024-10-01 08:30:12
54030-Eltex1,172.16.20.138,2024-10-01 08:30:12
54030-Eltex2,172.20.20.138,2024-10-01 08:30:12
86026-Eltex1,172.16.19.202,2024-10-01 07:10:41
30003-Eltex2,172.20.13.90,2024-10-01 08:44:13
36012-s-terra1,198.18.14.82,2024-10-01 08:49:17
75007-Eltex1,172.16.23.102,2024-10-01 09:02:13
36012-s-terra1,198.18.14.82,2024-10-01 09:06:17
44006-Eltex1,172.16.6.2,2024-10-01 09:08:13
36012-s-terra1,198.18.14.82,2024-10-01 09:14:17
77276-Eltex2,172.20.28.242,2024-10-01 09:10:20
75007-s-terra1,198.18.25.102,2024-10-01 09:20:13
32010-Eltex2,172.20.32.126,2024-10-01 09:24:13
77027-Eltex2,172.20.1.250,2024-10-01 09:29:15
23061-Eltex2,172.20.33.218,2024-10-01 09:20:44
23057-Eltex2,172.20.30.242,2024-10-01 09:20:38
50085-Eltex2,172.20.5.50,2024-10-01 09:40:14
36018-Eltex2,172.20.12.106,2024-10-01 09:58:13
61038-Eltex1,172.16.10.222,2024-10-01 10:02:17
78125-Eltex1,172.16.32.146,2024-10-01 10:16:13
78125-Eltex1,172.16.32.146,2024-10-01 10:24:13
61014-Eltex2,172.20.10.134,2024-10-01 10:45:16
33013-Eltex2,172.20.29.62,2024-10-01 10:40:43
29008-Eltex1,172.16.6.106,2024-10-01 10:51:13
03003-Eltex2,172.20.23.58,2024-10-01 10:56:14
77090-Eltex2,172.20.1.106,2024-10-01 09:30:38
72044-Eltex2,172.20.32.206,2024-10-01 11:05:14
33013-Eltex2,172.20.29.62,2024-10-01 11:23:15
34028-Eltex2,172.20.29.94,2024-10-01 11:30:18
81001-Eltex2,172.20.31.174,2024-10-01 11:32:14
05004-Eltex2,172.20.28.174,2024-10-01 11:39:13
55009-Eltex1,172.16.21.26,2024-10-01 11:44:13
61038-Eltex1,172.16.10.222,2024-10-01 11:45:13
61038-Eltex2,172.20.10.222,2024-10-01 11:45:13
61038-Eltex2,172.20.10.222,2024-10-01 11:40:41
23027-Eltex2,172.20.11.90,2024-10-01 11:55:13
55015-Eltex2,172.20.21.50,2024-10-01 12:12:13
55009-s-terra1,198.18.23.26,2024-10-01 12:14:13
76005-Eltex2,172.20.5.186,2024-10-01 12:33:13
76003-Eltex2,172.20.5.178,2024-10-01 12:33:13
76013-Eltex2,172.20.27.190,2024-10-01 12:33:15
76009-Eltex2,172.20.5.202,2024-10-01 12:33:16
16047-Eltex1,172.16.33.74,2024-10-01 12:41:15
PTU-77-1694-CPE1,172.16.26.118,2024-10-01 13:06:13
RTU-77-1696-CPE1,172.16.26.126,2024-10-01 13:09:14
34025-Eltex2,172.20.28.78,2024-10-01 13:11:13
RTU-77-1696-CPE1,172.16.26.126,2024-10-01 13:14:15
72040-Eltex2,172.20.27.218,2024-10-01 13:20:12
78125-Eltex1,172.16.32.146,2024-10-01 13:35:13
78125-Eltex1,172.16.32.146,2024-10-01 13:41:14
36018-Eltex2,172.20.12.106,2024-10-01 13:40:14
89002-Eltex1,172.16.19.210,2024-10-01 13:51:14
78125-Eltex1,172.16.32.146,2024-10-01 14:07:13
76002-Eltex1,172.16.5.174,2024-10-01 14:17:15
72040-Eltex2,172.20.27.218,2024-10-01 14:15:20
67014-Eltex2,172.20.33.242,2024-10-01 14:35:10
31022-Eltex1,172.16.33.30,2024-10-01 14:44:14
13004-Eltex1,172.16.14.142,2024-10-01 14:50:20
13004-Eltex1,172.16.14.142,2024-10-01 14:50:20
74005-Eltex1,172.16.15.250,2024-10-01 14:55:13
50023-Eltex2,172.20.4.14,2024-10-01 15:00:14
52053-Eltex2,172.20.28.86,2024-10-01 15:06:14
52035-Eltex1,172.16.17.82,2024-10-01 15:05:15
52027-Eltex2,172.20.17.50,2024-10-01 15:06:13
32008-Eltex1,172.16.9.66,2024-10-01 15:08:13
86031-Eltex1,172.16.27.162,2024-10-01 13:40:40
26001-s-terra2,198.18.141.2,2024-10-01 15:32:15
86026-Eltex1,172.16.19.202,2024-10-01 14:10:39
67014-s-terra2,198.18.163.242,2024-10-01 15:52:11
23043-Eltex1,172.16.26.182,2024-10-01 16:00:38
23043-Eltex2,172.20.26.182,2024-10-01 16:00:38
14005-Eltex2,172.20.23.218,2024-10-01 15:30:14
23050-s-terra1,198.18.29.154,2024-10-01 16:26:28
50023-Eltex2,172.20.4.14,2024-10-01 16:30:15
50023-Eltex2,172.20.4.14,2024-10-01 16:30:15
87001-Eltex2,172.20.25.106,2024-10-01 16:49:14
67014-s-terra1,198.18.35.242,2024-10-01 16:51:01
87001-Eltex2,172.20.25.106,2024-10-01 17:02:13
63011-Eltex2,172.20.15.10,2024-10-01 17:11:16
63011-Eltex2,172.20.15.10,2024-10-01 17:34:16
52041-Eltex1,172.16.17.106,2024-10-01 17:43:13
42008-Eltex2,172.20.21.86,2024-10-01 18:09:18
61050-Eltex2,172.20.32.186,2024-10-01 18:17:13
89006-Eltex2,172.20.19.226,2024-10-01 17:35:14
63011-Eltex2,172.20.15.10,2024-10-01 19:05:15
32011-Eltex2,172.20.33.98,2024-10-01 19:11:12
61017-Eltex2,172.20.10.146,2024-10-01 19:36:15
22018-Eltex1,172.16.22.22,2024-10-01 20:07:13
77109-Eltex1,172.16.24.218,2024-10-01 20:09:13
50021-s-terra1,198.18.6.206,2024-10-01 20:36:13
64025-Eltex2,172.20.13.74,2024-10-01 20:00:15
66052-Eltex1,172.16.26.150,2024-10-01 19:20:38
22018-Eltex2,172.20.22.22,2024-10-01 20:50:12
61029-Eltex2,172.20.10.194,2024-10-01 20:53:13
22022-Eltex1,172.16.26.110,2024-10-01 21:01:12
22018-Eltex2,172.20.22.22,2024-10-01 21:00:12
22008-s-terra1,198.18.23.238,2024-10-01 21:00:14
86025-Eltex2,172.20.19.198,2024-10-01 21:04:17
86053-Eltex1,172.16.31.102,2024-10-01 21:04:14
86024-Eltex1,172.16.25.62,2024-10-01 21:04:13
86021-Eltex1,172.16.19.186,2024-10-01 21:04:18
86054-Eltex2,172.20.31.114,2024-10-01 21:04:13
78116-Eltex2,172.20.30.26,2024-10-01 21:08:15
50021-Eltex1,172.16.4.206,2024-10-01 20:40:15
61029-Eltex2,172.20.10.194,2024-10-01 22:08:13
61029-Eltex2,172.20.10.194,2024-10-01 22:28:13
86053-Eltex2,172.20.31.102,2024-10-01 18:29:10
22018-Eltex1,172.16.22.22,2024-10-01 22:39:13
32006-Eltex1,172.16.9.58,2024-10-01 22:47:13
86025-Eltex2,172.20.19.198,2024-10-01 23:35:16
11005-Eltex1,172.16.6.142,2024-10-02 00:00:13
11006-Eltex1,172.16.25.102,2024-10-02 00:00:15
11001-Eltex1,172.16.6.126,2024-10-02 00:00:13
11011-Eltex1,172.16.30.42,2024-10-02 00:00:13
11008-Eltex1,172.16.26.90,2024-10-02 00:00:16
11009-Eltex1,172.16.27.198,2024-10-02 00:00:15
11003-Eltex1,172.16.6.134,2024-10-02 00:00:17
11002-Eltex1,172.16.6.130,2024-10-02 00:00:15
11004-Eltex1,172.16.6.138,2024-10-02 00:00:13
11007-Eltex1,172.16.6.146,2024-10-02 00:01:14
77290-Eltex2,172.20.31.18,2024-10-02 00:04:15
50145-Eltex1,172.16.31.110,2024-10-02 00:04:15
46011-Eltex1,172.16.9.246,2024-10-02 00:24:13
46011-s-terra2,198.18.139.246,2024-10-02 00:27:19
46011-Eltex1,172.16.9.246,2024-10-02 00:30:13
16023-Eltex2,172.20.13.194,2024-10-02 01:06:18
31012-Eltex2,172.20.10.70,2024-10-02 01:10:13
66012-Eltex2,172.20.18.86,2024-10-02 01:17:15
51011-Eltex1,172.16.7.10,2024-10-02 01:23:15
22018-Eltex1,172.16.22.22,2024-10-02 01:30:39
74030-Eltex2,172.20.19.122,2024-10-02 02:00:14
10003-Eltex1,172.16.7.42,2024-10-02 00:40:39
46011-Eltex1,172.16.9.246,2024-10-02 03:18:13
61029-Eltex2,172.20.10.194,2024-10-02 03:17:14
51011-Eltex1,172.16.7.10,2024-10-02 03:57:15
61029-Eltex2,172.20.10.194,2024-10-02 05:21:13
42013-Eltex2,172.20.21.106,2024-10-02 04:40:40
42013-Eltex2,172.20.21.106,2024-10-02 04:40:44
77206-Eltex2,172.20.1.118,2024-10-02 06:29:16
16015-Eltex1,172.16.13.162,2024-10-02 06:30:15
86026-Eltex1,172.16.19.202,2024-10-02 05:10:37
74043-Eltex1,172.16.33.18,2024-10-02 06:51:13
56021-Eltex2,172.20.16.158,2024-10-02 07:12:13
78021-Eltex1,172.16.7.214,2024-10-02 07:24:13
78021-Eltex1,172.16.7.214,2024-10-02 07:32:13
74043-Eltex1,172.16.33.18,2024-10-02 07:32:13
78021-Eltex1,172.16.7.214,2024-10-02 07:36:13
14005-Eltex1,172.16.23.218,2024-10-02 07:37:19
42026-Eltex1,172.16.21.158,2024-10-02 07:53:13
75014-Eltex1,172.16.23.130,2024-10-02 07:59:16
66052-Eltex1,172.16.26.150,2024-10-02 06:40:38
77027-Eltex2,172.20.1.250,2024-10-02 08:35:14
78021-Eltex1,172.16.7.214,2024-10-02 08:50:13
78021-Eltex1,172.16.7.214,2024-10-02 08:50:17
66012-Eltex2,172.20.18.86,2024-10-02 09:00:16
66012-Eltex2,172.20.18.86,2024-10-02 09:00:16
78021-Eltex1,172.16.7.214,2024-10-02 09:03:16
77090-Eltex2,172.20.1.106,2024-10-02 07:50:38
78021-Eltex1,172.16.7.214,2024-10-02 09:24:13
55015-Eltex2,172.20.21.50,2024-10-02 09:28:13
55029-Eltex2,172.20.31.218,2024-10-02 09:28:13
16015-Eltex1,172.16.13.162,2024-10-02 09:20:38
50085-Eltex2,172.20.5.50,2024-10-02 09:31:16
55019-Eltex1,172.16.28.146,2024-10-02 09:30:14
55024-Eltex2,172.20.29.198,2024-10-02 09:30:14
55027-Eltex2,172.20.30.210,2024-10-02 09:30:14
13010-Eltex2,172.20.33.2,2024-10-02 09:30:14
50085-Eltex2,172.20.5.50,2024-10-02 09:30:14
78021-Eltex1,172.16.7.214,2024-10-02 09:33:15
75014-Eltex1,172.16.23.130,2024-10-02 09:35:13
75014-Eltex2,172.20.23.130,2024-10-02 09:35:13
75014-Eltex1,172.16.23.130,2024-10-02 09:30:37
55020-Eltex1,172.16.28.170,2024-10-02 09:46:15
55025-Eltex2,172.20.30.70,2024-10-02 09:46:14
78021-Eltex1,172.16.7.214,2024-10-02 09:49:15
75014-Eltex1,172.16.23.130,2024-10-02 09:54:15
55010-Eltex2,172.20.21.30,2024-10-02 09:15:14
55012-Eltex2,172.20.21.38,2024-10-02 09:15:14
55015-Eltex2,172.20.21.50,2024-10-02 09:15:14
55020-Eltex1,172.16.28.170,2024-10-02 09:58:15
55013-Eltex2,172.20.21.42,2024-10-02 09:15:14
55017-Eltex2,172.20.27.90,2024-10-02 10:03:12
78021-Eltex1,172.16.7.214,2024-10-02 10:07:16
55010-Eltex2,172.20.21.30,2024-10-02 10:11:13
55012-Eltex2,172.20.21.38,2024-10-02 10:11:13
55015-Eltex2,172.20.21.50,2024-10-02 10:11:13
55029-Eltex2,172.20.31.218,2024-10-02 10:11:13
55010-Eltex2,172.20.21.30,2024-10-02 10:12:14
55012-Eltex2,172.20.21.38,2024-10-02 10:12:14
55012-Eltex2,172.20.21.38,2024-10-02 10:15:13
55015-Eltex2,172.20.21.50,2024-10-02 10:15:13
38020-Eltex2,172.20.22.238,2024-10-02 10:19:14
46017-Eltex2,172.20.10.14,2024-10-02 10:26:16
78021-Eltex1,172.16.7.214,2024-10-02 10:25:13
55013-Eltex2,172.20.21.42,2024-10-02 10:30:13
78021-Eltex1,172.16.7.214,2024-10-02 10:31:13
55013-Eltex2,172.20.21.42,2024-10-02 10:31:12
76002-Eltex1,172.16.5.174,2024-10-02 10:45:15
23062-Eltex2,172.20.34.18,2024-10-02 10:40:20
55020-Eltex1,172.16.28.170,2024-10-02 10:45:20
55020-Eltex1,172.16.28.170,2024-10-02 10:49:15
32010-Eltex2,172.20.32.126,2024-10-02 10:55:13
78021-Eltex1,172.16.7.214,2024-10-02 11:00:13
55013-Eltex2,172.20.21.42,2024-10-02 11:08:12
78021-Eltex1,172.16.7.214,2024-10-02 11:10:13
55020-Eltex1,172.16.28.170,2024-10-02 11:20:17
78021-Eltex1,172.16.7.214,2024-10-02 11:20:16
32006-Eltex1,172.16.9.58,2024-10-02 11:29:14
55013-Eltex2,172.20.21.42,2024-10-02 11:30:12
31022-Eltex1,172.16.33.30,2024-10-02 11:34:14
78021-Eltex1,172.16.7.214,2024-10-02 11:40:13
31022-Eltex1,172.16.33.30,2024-10-02 11:25:38
25009-Eltex1,172.16.24.142,2024-10-02 11:48:13
55012-Eltex2,172.20.21.38,2024-10-02 10:40:47
74043-Eltex1,172.16.33.18,2024-10-02 12:07:13
55012-Eltex2,172.20.21.38,2024-10-02 12:09:13
55015-Eltex2,172.20.21.50,2024-10-02 12:09:13
14008-Eltex1,172.16.23.230,2024-10-02 11:25:14
14005-Eltex1,172.16.23.218,2024-10-02 11:45:14
55010-Eltex2,172.20.21.30,2024-10-02 11:50:14
55012-Eltex2,172.20.21.38,2024-10-02 11:50:14
55015-Eltex2,172.20.21.50,2024-10-02 11:50:14
55013-Eltex2,172.20.21.42,2024-10-02 11:50:14
14007-Eltex2,172.20.23.226,2024-10-02 12:00:14
14007-Eltex1,172.16.23.226,2024-10-02 12:00:15
14009-Eltex1,172.16.23.234,2024-10-02 12:05:13
38009-Eltex1,172.16.22.194,2024-10-02 12:55:15
55013-Eltex2,172.20.21.42,2024-10-02 13:04:12
55012-Eltex2,172.20.21.38,2024-10-02 13:07:13
32010-Eltex2,172.20.32.126,2024-10-02 13:25:14
55028-Eltex2,172.20.31.214,2024-10-02 13:30:14
55010-Eltex2,172.20.21.30,2024-10-02 13:33:13
55012-Eltex2,172.20.21.38,2024-10-02 13:33:13
55015-Eltex2,172.20.21.50,2024-10-02 13:33:13
55028-Eltex2,172.20.31.214,2024-10-02 13:33:13
55010-Eltex2,172.20.21.30,2024-10-02 13:36:13
55028-Eltex2,172.20.31.214,2024-10-02 13:36:14
55013-Eltex2,172.20.21.42,2024-10-02 13:38:12
55028-Eltex2,172.20.31.214,2024-10-02 13:39:13
55028-Eltex2,172.20.31.214,2024-10-02 13:40:13
55013-Eltex2,172.20.21.42,2024-10-02 13:46:12
55013-Eltex2,172.20.21.42,2024-10-02 14:05:12
55013-Eltex2,172.20.21.42,2024-10-02 14:09:12
55013-Eltex2,172.20.21.42,2024-10-02 14:13:12
71010-Eltex2,172.20.9.130,2024-10-02 14:15:13
71010-s-terra2,198.18.139.130,2024-10-02 14:16:03
55013-Eltex2,172.20.21.42,2024-10-02 14:29:12
55013-Eltex2,172.20.21.42,2024-10-02 14:34:12
55013-Eltex2,172.20.21.42,2024-10-02 14:38:12
55019-Eltex1,172.16.28.146,2024-10-02 13:25:41
55012-Eltex2,172.20.21.38,2024-10-02 14:45:13
55013-Eltex2,172.20.21.42,2024-10-02 14:50:13
77077-Eltex2,172.20.3.198,2024-10-02 14:56:16
77161-Eltex2,172.20.0.98,2024-10-02 14:56:15
77092-Eltex1,172.16.3.142,2024-10-02 14:56:12
77148-Eltex2,172.20.1.158,2024-10-02 14:56:13
55010-Eltex2,172.20.21.30,2024-10-02 14:58:13
55012-Eltex2,172.20.21.38,2024-10-02 14:58:13
55015-Eltex2,172.20.21.50,2024-10-02 14:58:13
71010-s-terra2,198.18.139.130,2024-10-02 14:16:03
32008-Eltex1,172.16.9.66,2024-10-02 14:59:12
55010-Eltex2,172.20.21.30,2024-10-02 15:07:13
77120-Eltex2,172.20.1.138,2024-10-02 15:06:13
50108-Eltex2,172.20.2.234,2024-10-02 15:06:16
77021-Eltex1,172.16.0.218,2024-10-02 15:06:13
77072-Eltex1,172.16.1.42,2024-10-02 15:06:12
77250-Eltex1,172.16.3.82,2024-10-02 15:06:13
77078-Eltex1,172.16.0.162,2024-10-02 15:06:14
55012-Eltex2,172.20.21.38,2024-10-02 15:07:13
77026-Eltex1,172.16.1.122,2024-10-02 15:06:12
77266-Eltex2,172.20.27.210,2024-10-02 15:06:17
77003-Eltex2,172.20.1.38,2024-10-02 15:06:14
77258-Eltex1,172.16.26.86,2024-10-02 15:06:15
77168-Eltex2,172.20.0.254,2024-10-02 15:06:12
77296-Eltex2,172.20.32.138,2024-10-02 15:06:14
62004-Eltex2,172.20.12.2,2024-10-02 15:09:13
77208-Eltex2,172.20.2.50,2024-10-02 15:09:14
77105-Eltex2,172.20.2.70,2024-10-02 15:09:14
33016-Eltex2,172.20.32.246,2024-10-02 15:09:13
55013-Eltex2,172.20.21.42,2024-10-02 15:19:12
55010-Eltex2,172.20.21.30,2024-10-02 15:31:13
55012-Eltex2,172.20.21.38,2024-10-02 15:31:13
55015-Eltex2,172.20.21.50,2024-10-02 15:31:13
47017-Eltex1,172.16.25.174,2024-10-02 15:33:13
55013-Eltex2,172.20.21.42,2024-10-02 15:36:12
77026-s-terra1,198.18.3.122,2024-10-02 15:43:13
77258-s-terra1,198.18.28.86,2024-10-02 15:43:15
55013-Eltex2,172.20.21.42,2024-10-02 15:53:12
55010-Eltex2,172.20.21.30,2024-10-02 16:02:13
55012-Eltex2,172.20.21.38,2024-10-02 16:02:13
55015-Eltex2,172.20.21.50,2024-10-02 16:02:13
55029-Eltex2,172.20.31.218,2024-10-02 16:02:13
55010-Eltex2,172.20.21.30,2024-10-02 16:05:13
77156-Eltex1,172.16.2.154,2024-10-02 16:16:13
77264-Eltex2,172.20.27.86,2024-10-02 16:19:15
77051-Eltex1,172.16.0.194,2024-10-02 16:27:13
77109-Eltex1,172.16.24.218,2024-10-02 16:33:12
55027-Eltex2,172.20.30.210,2024-10-02 16:34:14
76002-Eltex1,172.16.5.174,2024-10-02 16:37:14
77046-s-terra2,198.18.131.214,2024-10-02 16:40:14
55013-Eltex2,172.20.21.42,2024-10-02 16:43:12
55013-Eltex2,172.20.21.42,2024-10-02 16:48:12
55010-Eltex2,172.20.21.30,2024-10-02 16:54:14
55012-Eltex2,172.20.21.38,2024-10-02 16:54:14
55015-Eltex2,172.20.21.50,2024-10-02 16:54:14
55013-Eltex2,172.20.21.42,2024-10-02 16:55:12
86039-Eltex2,172.20.29.134,2024-10-02 17:10:17
55010-Eltex2,172.20.21.30,2024-10-02 17:12:13
55012-Eltex2,172.20.21.38,2024-10-02 17:12:13
55015-Eltex2,172.20.21.50,2024-10-02 17:12:13
16035-Eltex1,172.16.13.242,2024-10-02 17:14:13
16043-Eltex2,172.20.31.38,2024-10-02 17:14:18
16047-Eltex2,172.20.33.74,2024-10-02 17:14:15
16049-Eltex1,172.16.33.230,2024-10-02 17:14:10
12008-Eltex2,172.20.33.146,2024-10-02 17:14:10
55013-Eltex2,172.20.21.42,2024-10-02 17:29:12
61049-Eltex1,172.16.31.246,2024-10-02 17:37:16
55010-Eltex2,172.20.21.30,2024-10-02 17:45:13
55013-Eltex2,172.20.21.42,2024-10-02 17:49:12
32008-Eltex1,172.16.9.66,2024-10-02 17:51:12
55010-Eltex2,172.20.21.30,2024-10-02 17:55:13
55012-Eltex2,172.20.21.38,2024-10-02 17:55:13
55015-Eltex2,172.20.21.50,2024-10-02 17:55:13
55010-Eltex2,172.20.21.30,2024-10-02 18:06:13
55012-Eltex2,172.20.21.38,2024-10-02 18:06:13
55015-Eltex2,172.20.21.50,2024-10-02 18:06:13
47017-Eltex1,172.16.25.174,2024-10-02 18:00:46
47017-Eltex2,172.20.25.174,2024-10-02 18:00:46
55010-Eltex2,172.20.21.30,2024-10-02 18:17:13
55012-Eltex2,172.20.21.38,2024-10-02 18:17:13
55010-Eltex2,172.20.21.30,2024-10-02 18:49:13
55019-Eltex1,172.16.28.146,2024-10-02 18:49:14
55012-Eltex2,172.20.21.38,2024-10-02 18:49:13
55013-Eltex2,172.20.21.42,2024-10-02 18:51:12
55019-Eltex1,172.16.28.146,2024-10-02 19:01:14
55010-Eltex2,172.20.21.30,2024-10-02 19:04:13
55012-Eltex2,172.20.21.38,2024-10-02 19:04:13
