equipment,ip_address,incident_time
50124-Eltex2,172.20.2.206,2024-10-12 13:50:15
50081-s-terra2,198.18.134.238,2024-10-12 13:53:14
50089-Eltex2,172.20.2.182,2024-10-12 13:52:15
23012-Eltex2,172.20.11.30,2024-10-12 13:54:15
23012-Eltex2,172.20.11.30,2024-10-12 13:54:15
63003-s-terra2,198.18.144.234,2024-10-12 13:55:14
50142-Eltex1,172.16.30.246,2024-10-12 13:54:17
50124-Eltex2,172.20.2.206,2024-10-12 13:56:15
50084-Eltex2,172.20.3.14,2024-10-12 14:08:14
50124-Eltex2,172.20.2.206,2024-10-12 14:10:16
62004-Eltex1,172.16.12.2,2024-10-12 14:05:19
50089-Eltex2,172.20.2.182,2024-10-12 14:11:17
23012-Eltex2,172.20.11.30,2024-10-12 14:14:16
23012-Eltex2,172.20.11.30,2024-10-12 14:14:16
26009-s-terra1,198.18.13.174,2024-10-12 14:10:15
26009-Eltex1,172.16.11.174,2024-10-12 14:10:15
26009-Eltex2,172.20.11.174,2024-10-12 14:10:15
50124-Eltex2,172.20.2.206,2024-10-12 14:13:16
26009-Eltex1,172.16.11.174,2024-10-12 14:16:14
26009-Eltex2,172.20.11.174,2024-10-12 14:16:14
63003-s-terra2,198.18.144.234,2024-10-12 14:19:14
50089-Eltex2,172.20.2.182,2024-10-12 14:21:17
26009-Eltex1,172.16.11.174,2024-10-12 14:21:14
26009-Eltex2,172.20.11.174,2024-10-12 14:21:14
50124-Eltex2,172.20.2.206,2024-10-12 14:20:16
50082-s-terra2,198.18.133.110,2024-10-12 14:25:16
50089-Eltex2,172.20.2.182,2024-10-12 14:24:17
22027-Eltex2,172.20.32.18,2024-10-12 14:26:14
50082-Eltex2,172.20.3.110,2024-10-12 14:28:17
50124-s-terra2,198.18.132.206,2024-10-12 14:28:15
50124-Eltex2,172.20.2.206,2024-10-12 14:28:15
63003-s-terra2,198.18.144.234,2024-10-12 14:26:14
50089-Eltex2,172.20.2.182,2024-10-12 14:29:17
50089-s-terra2,198.18.132.182,2024-10-12 14:32:16
33014-Eltex2,172.20.30.178,2024-10-12 14:32:15
23012-Eltex2,172.20.11.30,2024-10-12 14:33:14
23012-Eltex2,172.20.11.30,2024-10-12 14:33:14
50089-s-terra2,198.18.132.182,2024-10-12 14:36:15
50124-s-terra2,198.18.132.206,2024-10-12 14:35:16
50124-Eltex2,172.20.2.206,2024-10-12 14:35:16
50142-Eltex1,172.16.30.246,2024-10-12 14:35:14
50125-Eltex2,172.20.3.98,2024-10-12 14:37:15
50124-Eltex2,172.20.2.206,2024-10-12 14:38:16
50118-Eltex2,172.20.2.178,2024-10-12 14:45:18
50124-Eltex2,172.20.2.206,2024-10-12 14:43:15
50067-Eltex2,172.20.20.166,2024-10-12 14:47:15
50124-Eltex2,172.20.2.206,2024-10-12 14:51:15
37009-s-terra1,198.18.35.214,2024-10-12 14:51:11
50082-Eltex2,172.20.3.110,2024-10-12 14:53:17
50089-Eltex2,172.20.2.182,2024-10-12 14:52:16
63003-s-terra2,198.18.144.234,2024-10-12 14:55:14
37009-Eltex1,172.16.33.214,2024-10-12 14:54:10
50124-s-terra2,198.18.132.206,2024-10-12 14:56:16
50124-Eltex2,172.20.2.206,2024-10-12 14:56:16
50089-Eltex2,172.20.2.182,2024-10-12 14:58:14
50084-Eltex2,172.20.3.14,2024-10-12 14:58:14
37009-s-terra1,198.18.35.214,2024-10-12 14:53:16
50086-Eltex2,172.20.5.2,2024-10-12 15:00:15
50067-Eltex2,172.20.20.166,2024-10-12 15:00:18
50089-Eltex2,172.20.2.182,2024-10-12 15:03:15
63003-s-terra2,198.18.144.234,2024-10-12 15:04:14
50124-Eltex2,172.20.2.206,2024-10-12 15:06:16
50021-Eltex2,172.20.4.206,2024-10-12 15:10:17
23012-Eltex2,172.20.11.30,2024-10-12 15:09:15
23012-Eltex2,172.20.11.30,2024-10-12 15:09:15
23062-s-terra1,198.18.36.18,2024-10-12 15:06:29
50124-Eltex2,172.20.2.206,2024-10-12 15:13:14
50089-Eltex2,172.20.2.182,2024-10-12 15:17:16
63003-s-terra2,198.18.144.234,2024-10-12 15:15:14
38021-Eltex2,172.20.22.242,2024-10-12 14:00:37
50081-Eltex2,172.20.4.238,2024-10-12 15:21:12
50067-Eltex2,172.20.20.166,2024-10-12 15:20:18
37009-Eltex2,172.20.33.214,2024-10-12 15:21:10
50089-Eltex2,172.20.2.182,2024-10-12 15:23:15
29014-Eltex2,172.20.29.50,2024-10-12 15:23:14
37009-Eltex1,172.16.33.214,2024-10-12 15:23:10
29016-Eltex2,172.20.31.186,2024-10-12 15:23:14
50124-Eltex2,172.20.2.206,2024-10-12 15:27:16
23012-Eltex2,172.20.11.30,2024-10-12 15:29:15
23012-Eltex2,172.20.11.30,2024-10-12 15:29:15
78125-Eltex1,172.16.32.146,2024-10-12 15:25:20
50089-Eltex2,172.20.2.182,2024-10-12 15:32:16
50118-Eltex2,172.20.2.178,2024-10-12 15:31:18
78125-Eltex1,172.16.32.146,2024-10-12 15:31:13
50124-Eltex2,172.20.2.206,2024-10-12 15:34:15
50124-s-terra2,198.18.132.206,2024-10-12 15:36:15
50081-Eltex2,172.20.4.238,2024-10-12 15:39:12
63003-s-terra2,198.18.144.234,2024-10-12 15:39:13
50089-Eltex2,172.20.2.182,2024-10-12 15:40:17
50124-Eltex2,172.20.2.206,2024-10-12 15:40:16
50080-s-terra2,198.18.132.254,2024-10-12 15:43:15
50086-Eltex2,172.20.5.2,2024-10-12 15:49:15
23012-Eltex2,172.20.11.30,2024-10-12 15:48:15
23012-Eltex2,172.20.11.30,2024-10-12 15:48:15
25019-Eltex2,172.20.28.102,2024-10-12 15:51:15
50089-Eltex2,172.20.2.182,2024-10-12 15:53:17
23012-Eltex2,172.20.11.30,2024-10-12 15:58:14
23012-Eltex2,172.20.11.30,2024-10-12 15:58:14
37009-s-terra1,198.18.35.214,2024-10-12 15:57:11
50089-s-terra2,198.18.132.182,2024-10-12 16:05:15
50124-Eltex2,172.20.2.206,2024-10-12 16:03:15
50086-s-terra2,198.18.135.2,2024-10-12 16:07:16
50084-Eltex2,172.20.3.14,2024-10-12 16:07:14
50124-s-terra2,198.18.132.206,2024-10-12 16:07:15
50081-Eltex2,172.20.4.238,2024-10-12 16:10:13
50124-Eltex2,172.20.2.206,2024-10-12 16:10:16
50089-Eltex2,172.20.2.182,2024-10-12 16:11:17
23012-Eltex2,172.20.11.30,2024-10-12 16:11:15
23012-Eltex2,172.20.11.30,2024-10-12 16:11:15
50081-Eltex2,172.20.4.238,2024-10-12 16:14:12
50086-Eltex2,172.20.5.2,2024-10-12 16:14:16
50118-Eltex2,172.20.2.178,2024-10-12 16:15:18
63003-s-terra2,198.18.144.234,2024-10-12 16:15:14
50089-s-terra2,198.18.132.182,2024-10-12 16:21:16
50089-Eltex2,172.20.2.182,2024-10-12 16:21:16
50124-Eltex2,172.20.2.206,2024-10-12 16:22:17
50089-Eltex2,172.20.2.182,2024-10-12 16:25:15
50086-Eltex2,172.20.5.2,2024-10-12 16:27:15
50089-Eltex2,172.20.2.182,2024-10-12 16:28:17
50125-Eltex2,172.20.3.98,2024-10-12 16:27:15
50124-Eltex2,172.20.2.206,2024-10-12 16:27:16
50081-Eltex2,172.20.4.238,2024-10-12 16:30:12
50082-Eltex2,172.20.3.110,2024-10-12 16:30:17
50124-Eltex2,172.20.2.206,2024-10-12 16:31:16
50122-Eltex1,172.16.3.54,2024-10-12 16:30:13
50124-s-terra2,198.18.132.206,2024-10-12 16:32:16
50082-s-terra2,198.18.133.110,2024-10-12 16:34:17
50084-Eltex2,172.20.3.14,2024-10-12 16:34:14
50124-Eltex2,172.20.2.206,2024-10-12 16:35:16
50089-Eltex2,172.20.2.182,2024-10-12 16:38:15
50124-Eltex2,172.20.2.206,2024-10-12 16:38:15
50089-s-terra2,198.18.132.182,2024-10-12 16:41:15
78073,172.16.25.74,2024-10-12 16:41:13
63003-s-terra2,198.18.144.234,2024-10-12 16:40:14
23012-Eltex2,172.20.11.30,2024-10-12 16:43:15
23012-Eltex2,172.20.11.30,2024-10-12 16:43:15
50125-Eltex2,172.20.3.98,2024-10-12 16:45:14
50124-Eltex2,172.20.2.206,2024-10-12 16:45:16
63003-s-terra2,198.18.144.234,2024-10-12 16:49:14
50124-Eltex2,172.20.2.206,2024-10-12 16:50:16
42014-Eltex2,172.20.21.110,2024-10-12 16:52:12
50082-Eltex2,172.20.3.110,2024-10-12 16:52:14
50089-Eltex2,172.20.2.182,2024-10-12 16:53:15
50067-Eltex2,172.20.20.166,2024-10-12 16:53:17
50089-s-terra2,198.18.132.182,2024-10-12 16:57:15
50089-Eltex2,172.20.2.182,2024-10-12 16:57:15
23012-Eltex2,172.20.11.30,2024-10-12 16:59:14
23012-Eltex2,172.20.11.30,2024-10-12 16:59:14
50118-Eltex2,172.20.2.178,2024-10-12 16:59:18
50125-Eltex2,172.20.3.98,2024-10-12 17:00:15
50089-Eltex2,172.20.2.182,2024-10-12 17:01:15
50118-Eltex2,172.20.2.178,2024-10-12 17:02:18
50125-Eltex2,172.20.3.98,2024-10-12 13:01:47
50081-Eltex2,172.20.4.238,2024-10-12 17:05:12
23012-Eltex2,172.20.11.30,2024-10-12 16:20:15
50124-s-terra2,198.18.132.206,2024-10-12 17:04:18
50124-Eltex2,172.20.2.206,2024-10-12 17:04:18
63003-s-terra2,198.18.144.234,2024-10-12 17:05:14
50081-Eltex2,172.20.4.238,2024-10-12 17:06:12
23012-Eltex2,172.20.11.30,2024-10-12 17:09:15
50089-Eltex2,172.20.2.182,2024-10-12 17:11:17
50124-Eltex2,172.20.2.206,2024-10-12 17:10:16
23012-Eltex2,172.20.11.30,2024-10-12 17:10:15
23012-Eltex2,172.20.11.30,2024-10-12 17:14:23
50125-Eltex2,172.20.3.98,2024-10-12 17:14:14
63003-s-terra2,198.18.144.234,2024-10-12 13:13:35
50124-Eltex2,172.20.2.206,2024-10-12 17:15:16
50084-Eltex2,172.20.3.14,2024-10-12 17:20:14
50124-Eltex2,172.20.2.206,2024-10-12 17:20:16
50089-Eltex2,172.20.2.182,2024-10-12 17:23:17
50082-Eltex2,172.20.3.110,2024-10-12 17:24:17
50124-Eltex2,172.20.2.206,2024-10-12 17:26:15
63003-s-terra2,198.18.144.234,2024-10-12 17:25:14
50089-s-terra2,198.18.132.182,2024-10-12 17:28:15
23012-Eltex2,172.20.11.30,2024-10-12 17:33:15
23012-Eltex2,172.20.11.30,2024-10-12 17:33:15
50082-Eltex2,172.20.3.110,2024-10-12 17:36:17
63003-s-terra2,198.18.144.234,2024-10-12 17:35:13
50089-Eltex2,172.20.2.182,2024-10-12 17:37:20
50089-s-terra2,198.18.132.182,2024-10-12 17:41:15
50089-Eltex2,172.20.2.182,2024-10-12 17:41:15
50081-Eltex2,172.20.4.238,2024-10-12 17:46:12
50089-Eltex2,172.20.2.182,2024-10-12 17:46:16
50082-Eltex2,172.20.3.110,2024-10-12 17:49:16
50089-s-terra2,198.18.132.182,2024-10-12 17:48:15
50124-Eltex2,172.20.2.206,2024-10-12 17:47:16
50089-Eltex2,172.20.2.182,2024-10-12 17:56:17
27025-s-terra2,198.18.159.254,2024-10-12 17:56:13
50124-Eltex2,172.20.2.206,2024-10-12 17:58:15
75017-Eltex1,172.16.23.142,2024-10-12 18:00:15
63003-s-terra2,198.18.144.234,2024-10-12 18:00:13
23012-Eltex2,172.20.11.30,2024-10-12 17:20:16
50089-Eltex2,172.20.2.182,2024-10-12 18:05:17
50118-Eltex2,172.20.2.178,2024-10-12 18:05:18
32010-Eltex2,172.20.32.126,2024-10-12 18:06:13
50083-Eltex1,172.16.3.18,2024-10-12 18:08:17
50124-Eltex2,172.20.2.206,2024-10-12 18:07:17
50124-Eltex2,172.20.2.206,2024-10-12 18:10:16
50081-Eltex2,172.20.4.238,2024-10-12 18:12:13
50125-Eltex2,172.20.3.98,2024-10-12 18:11:15
50089-Eltex2,172.20.2.182,2024-10-12 18:16:17
50080-Eltex2,172.20.2.254,2024-10-12 18:16:13
50081-Eltex2,172.20.4.238,2024-10-12 18:20:12
50089-Eltex2,172.20.2.182,2024-10-12 18:21:16
50067-Eltex2,172.20.20.166,2024-10-12 18:19:18
23012-Eltex2,172.20.11.30,2024-10-12 18:24:15
50086-Eltex2,172.20.5.2,2024-10-12 18:28:16
50089-Eltex2,172.20.2.182,2024-10-12 18:29:17
28012-Eltex2,172.20.23.194,2024-10-12 18:30:13
58009-Eltex2,172.20.14.214,2024-10-12 18:33:18
50089-Eltex2,172.20.2.182,2024-10-12 18:35:17
75018-Eltex2,172.20.23.146,2024-10-12 17:50:14
24029-Eltex1,172.16.22.150,2024-10-12 18:38:17
50089-s-terra2,198.18.132.182,2024-10-12 18:41:16
50089-Eltex2,172.20.2.182,2024-10-12 18:41:16
50067-Eltex2,172.20.20.166,2024-10-12 18:40:18
66038-Eltex1,172.16.18.186,2024-10-12 13:19:14
66038-Eltex2,172.20.18.186,2024-10-12 13:19:14
50081-Eltex2,172.20.4.238,2024-10-12 18:45:12
28012-Eltex2,172.20.23.194,2024-10-12 18:44:13
50118-Eltex2,172.20.2.178,2024-10-12 18:44:18
50125-Eltex2,172.20.3.98,2024-10-12 18:45:14
66038-Eltex1,172.16.18.186,2024-10-12 18:25:34
66038-Eltex2,172.20.18.186,2024-10-12 18:25:34
50089-Eltex2,172.20.2.182,2024-10-12 18:47:16
77090-Eltex2,172.20.1.106,2024-10-12 17:20:38
50080-Eltex2,172.20.2.254,2024-10-12 18:52:13
77290-Eltex1,172.16.31.18,2024-10-12 18:51:17
50067-s-terra2,198.18.150.166,2024-10-12 18:51:14
23012-Eltex2,172.20.11.30,2024-10-12 18:50:15
23012-Eltex2,172.20.11.30,2024-10-12 18:53:25
50124-s-terra2,198.18.132.206,2024-10-12 18:53:15
50124-Eltex2,172.20.2.206,2024-10-12 18:53:15
63003-s-terra2,198.18.144.234,2024-10-12 18:54:14
50089-Eltex2,172.20.2.182,2024-10-12 19:01:17
50067-Eltex2,172.20.20.166,2024-10-12 19:03:18
50081-Eltex2,172.20.4.238,2024-10-12 19:05:13
50124-Eltex2,172.20.2.206,2024-10-12 19:06:15
50124-Eltex2,172.20.2.206,2024-10-12 19:10:16
63003-s-terra2,198.18.144.234,2024-10-12 19:10:14
24029-Eltex1,172.16.22.150,2024-10-12 19:18:17
77125-Eltex1,172.16.0.166,2024-10-12 19:18:13
23012-Eltex2,172.20.11.30,2024-10-12 19:18:16
23012-Eltex2,172.20.11.30,2024-10-12 19:18:16
77125-Eltex1,172.16.0.166,2024-10-12 19:28:13
23012-Eltex2,172.20.11.30,2024-10-12 19:29:15
23012-Eltex2,172.20.11.30,2024-10-12 19:29:15
28012-Eltex2,172.20.23.194,2024-10-12 19:28:13
28012-Eltex2,172.20.23.194,2024-10-12 19:31:13
63003-s-terra2,198.18.144.234,2024-10-12 19:34:13
50089-Eltex2,172.20.2.182,2024-10-12 19:46:16
23012-Eltex2,172.20.11.30,2024-10-12 19:48:14
23012-Eltex2,172.20.11.30,2024-10-12 19:48:14
50122-Eltex1,172.16.3.54,2024-10-12 19:05:14
77125-Eltex1,172.16.0.166,2024-10-12 19:51:13
50033-Eltex2,172.20.2.222,2024-10-12 19:10:15
50047-Eltex2,172.20.3.90,2024-10-12 19:10:15
50045-Eltex2,172.20.3.62,2024-10-12 19:10:15
50037-Eltex2,172.20.24.246,2024-10-12 19:10:15
50123-Eltex2,172.20.4.246,2024-10-12 19:10:15
50048-Eltex1,172.16.3.86,2024-10-12 19:10:15
50121-Eltex1,172.16.3.58,2024-10-12 19:10:15
23012-Eltex2,172.20.11.30,2024-10-12 19:58:26
23012-Eltex2,172.20.11.30,2024-10-12 19:58:26
75017-Eltex1,172.16.23.142,2024-10-12 19:55:20
23012-Eltex2,172.20.11.30,2024-10-12 20:04:15
23012-Eltex2,172.20.11.30,2024-10-12 20:04:15
63003-s-terra2,198.18.144.234,2024-10-12 20:04:14
50035-Eltex2,172.20.3.94,2024-10-12 19:20:15
50067-Eltex2,172.20.20.166,2024-10-12 20:15:15
63003-s-terra2,198.18.144.234,2024-10-12 20:24:13
64025-Eltex2,172.20.13.74,2024-10-12 19:45:16
50089-Eltex2,172.20.2.182,2024-10-12 20:33:17
23012-Eltex2,172.20.11.30,2024-10-12 20:34:15
23012-Eltex2,172.20.11.30,2024-10-12 20:34:15
50021-Eltex2,172.20.4.206,2024-10-12 19:55:15
49002-Eltex1,172.16.5.54,2024-10-12 20:42:18
50122-Eltex1,172.16.3.54,2024-10-12 19:25:39
63003-s-terra2,198.18.144.234,2024-10-12 20:54:13
63003-Eltex2,172.20.14.234,2024-10-12 20:54:13
50047-Eltex2,172.20.3.90,2024-10-12 20:20:14
50067-Eltex2,172.20.20.166,2024-10-12 20:25:13
50124-Eltex2,172.20.2.206,2024-10-12 21:10:16
50089-Eltex2,172.20.2.182,2024-10-12 21:16:16
70007-Eltex2,172.20.25.98,2024-10-12 21:18:14
23012-Eltex2,172.20.11.30,2024-10-12 21:19:15
23012-Eltex2,172.20.11.30,2024-10-12 21:19:15
63003-Eltex2,172.20.14.234,2024-10-12 20:00:38
50089-s-terra2,198.18.132.182,2024-10-12 21:32:15
11009-Eltex2,172.20.27.198,2024-10-12 21:37:15
63003-s-terra2,198.18.144.234,2024-10-12 21:35:14
23012-Eltex2,172.20.11.30,2024-10-12 21:39:15
23012-Eltex2,172.20.11.30,2024-10-12 21:39:15
24010-Eltex1,172.16.22.74,2024-10-12 21:50:13
50045-Eltex2,172.20.3.62,2024-10-12 21:10:16
50089-s-terra2,198.18.132.182,2024-10-12 22:03:15
50035-Eltex2,172.20.3.94,2024-10-12 21:20:14
23012-Eltex2,172.20.11.30,2024-10-12 22:05:14
23012-Eltex2,172.20.11.30,2024-10-12 22:05:14
63003-s-terra2,198.18.144.234,2024-10-12 22:05:14
50089-Eltex2,172.20.2.182,2024-10-12 22:13:15
50089-Eltex2,172.20.2.182,2024-10-12 22:17:16
86043-Eltex1,172.16.30.2,2024-10-12 22:16:17
860433-s-terra1,198.18.32.2,2024-10-12 22:20:17
23012-Eltex2,172.20.11.30,2024-10-12 22:24:15
23012-Eltex2,172.20.11.30,2024-10-12 22:24:15
50118-Eltex2,172.20.2.178,2024-10-12 21:40:14
63003-s-terra2,198.18.144.234,2024-10-12 22:25:14
23012-Eltex2,172.20.11.30,2024-10-12 22:43:14
23012-Eltex2,172.20.11.30,2024-10-12 22:43:14
63003-s-terra2,198.18.144.234,2024-10-12 22:45:14
50086-Eltex2,172.20.5.2,2024-10-12 22:51:15
23012-Eltex2,172.20.11.30,2024-10-12 22:59:14
23012-Eltex2,172.20.11.30,2024-10-12 22:59:14
50121-Eltex1,172.16.3.58,2024-10-12 22:15:14
50089-Eltex2,172.20.2.182,2024-10-12 23:02:16
77212-s-terra28,198.18.128.14,2024-10-12 23:05:11
50037-Eltex2,172.20.24.246,2024-10-12 23:11:15
77212-s-terra37,198.18.128.50,2024-10-12 23:18:11
77212-s-terra27,198.18.128.10,2024-10-12 23:21:12
63003-s-terra2,198.18.144.234,2024-10-12 23:20:14
50047-Eltex2,172.20.3.90,2024-10-12 22:50:15
23012-Eltex2,172.20.11.30,2024-10-12 23:38:15
23012-Eltex2,172.20.11.30,2024-10-12 23:38:15
63003-s-terra2,198.18.144.234,2024-10-12 23:45:13
50122-Eltex1,172.16.3.54,2024-10-12 23:46:13
50118-Eltex2,172.20.2.178,2024-10-12 23:10:13
63003-s-terra2,198.18.144.234,2024-10-12 23:59:13
50123-Eltex2,172.20.4.246,2024-10-12 23:15:15
23012-Eltex2,172.20.11.30,2024-10-13 00:09:15
23012-Eltex2,172.20.11.30,2024-10-13 00:09:15
23012-Eltex2,172.20.11.30,2024-10-13 00:10:15
23012-Eltex2,172.20.11.30,2024-10-13 00:10:15
23012-Eltex2,172.20.11.30,2024-10-13 00:24:15
23012-Eltex2,172.20.11.30,2024-10-13 00:24:15
50125-Eltex2,172.20.3.98,2024-10-13 00:13:18
50125-Eltex2,172.20.3.98,2024-10-13 00:28:15
11009-Eltex2,172.20.27.198,2024-10-13 00:23:15
63003-Eltex2,172.20.14.234,2024-10-12 23:30:15
63003-s-terra2,198.18.144.234,2024-10-13 00:20:13
63003-Eltex2,172.20.14.234,2024-10-13 00:20:13
63003-s-terra2,198.18.144.234,2024-10-13 00:25:15
23012-Eltex2,172.20.11.30,2024-10-13 00:44:14
23012-Eltex2,172.20.11.30,2024-10-13 00:44:14
55010-Eltex2,172.20.21.30,2024-10-13 00:47:13
63003-s-terra2,198.18.144.234,2024-10-13 00:49:13
55010-Eltex1,172.16.21.30,2024-10-13 00:52:17
23012-Eltex2,172.20.11.30,2024-10-13 00:54:14
23012-Eltex2,172.20.11.30,2024-10-13 00:54:14
63003-s-terra2,198.18.144.234,2024-10-13 01:00:13
23012-Eltex2,172.20.11.30,2024-10-13 01:04:16
23012-Eltex2,172.20.11.30,2024-10-13 01:04:16
55010-Eltex2,172.20.21.30,2024-10-13 01:08:17
63003-s-terra2,198.18.144.234,2024-10-13 01:13:14
23012-Eltex2,172.20.11.30,2024-10-13 01:14:14
23012-Eltex2,172.20.11.30,2024-10-13 01:14:14
61015-Eltex2,172.20.10.138,2024-10-13 01:15:14
63003-s-terra2,198.18.144.234,2024-10-13 01:24:13
23012-Eltex2,172.20.11.30,2024-10-13 01:30:23
23012-Eltex2,172.20.11.30,2024-10-13 01:30:23
50067-Eltex2,172.20.20.166,2024-10-13 01:35:15
63003-s-terra2,198.18.144.234,2024-10-13 01:41:13
57005-Eltex2,172.20.9.202,2024-10-13 01:46:13
23012-Eltex2,172.20.11.30,2024-10-13 01:48:20
23012-Eltex2,172.20.11.30,2024-10-13 01:48:20
50089-Eltex2,172.20.2.182,2024-10-13 01:50:15
63003-s-terra2,198.18.144.234,2024-10-13 01:59:13
23012-Eltex2,172.20.11.30,2024-10-13 02:08:15
23012-Eltex2,172.20.11.30,2024-10-13 02:08:15
49002-Eltex1,172.16.5.54,2024-10-13 02:10:33
25009-Eltex1,172.16.24.142,2024-10-13 02:18:14
23012-Eltex2,172.20.11.30,2024-10-13 02:24:15
23012-Eltex2,172.20.11.30,2024-10-13 02:24:15
63003-s-terra2,198.18.144.234,2024-10-13 02:25:14
63003-s-terra2,198.18.144.234,2024-10-13 02:29:14
63003-s-terra2,198.18.144.234,2024-10-13 02:40:13
23012-Eltex2,172.20.11.30,2024-10-13 02:42:22
63003-s-terra2,198.18.144.234,2024-10-13 02:49:14
23012-Eltex2,172.20.11.30,2024-10-13 02:54:15
23012-Eltex2,172.20.11.30,2024-10-13 02:55:14
23012-Eltex2,172.20.11.30,2024-10-13 02:58:15
23012-Eltex2,172.20.11.30,2024-10-13 03:03:15
23012-Eltex2,172.20.11.30,2024-10-13 03:03:15
61015-Eltex2,172.20.10.138,2024-10-13 03:09:14
78125-Eltex1,172.16.32.146,2024-10-13 03:25:13
63003-s-terra2,198.18.144.234,2024-10-13 03:29:14
23012-Eltex2,172.20.11.30,2024-10-13 03:38:21
23012-Eltex2,172.20.11.30,2024-10-13 03:38:21
50107-Eltex2,172.20.2.226,2024-10-13 03:44:11
25009-Eltex2,172.20.24.142,2024-10-13 03:40:14
50060-Eltex1,172.16.2.194,2024-10-13 03:45:12
23012-Eltex2,172.20.11.30,2024-10-13 03:48:15
23012-Eltex2,172.20.11.30,2024-10-13 03:48:15
63003-s-terra2,198.18.144.234,2024-10-13 03:50:13
23012-Eltex2,172.20.11.30,2024-10-13 04:04:16
23012-Eltex2,172.20.11.30,2024-10-13 04:04:16
23012-Eltex2,172.20.11.30,2024-10-13 04:19:15
23012-Eltex2,172.20.11.30,2024-10-13 04:19:15
23012-Eltex2,172.20.11.30,2024-10-13 04:24:15
23012-Eltex2,172.20.11.30,2024-10-13 04:24:15
63003-s-terra2,198.18.144.234,2024-10-13 04:24:13
69012-Eltex2,172.20.28.6,2024-10-13 04:40:12
63003-s-terra2,198.18.144.234,2024-10-13 04:39:13
23012-Eltex2,172.20.11.30,2024-10-13 04:44:16
23012-Eltex2,172.20.11.30,2024-10-13 04:44:16
63003-s-terra2,198.18.144.234,2024-10-13 04:49:14
69014-Eltex2,172.20.31.166,2024-10-13 04:56:13
23012-Eltex2,172.20.11.30,2024-10-13 05:00:14
23012-Eltex2,172.20.11.30,2024-10-13 05:00:14
50060-s-terra1,198.18.4.194,2024-10-13 03:45:39
50060-Eltex1,172.16.2.194,2024-10-13 03:45:39
50060-Eltex2,172.20.2.194,2024-10-13 03:45:39
63003-s-terra2,198.18.144.234,2024-10-13 05:05:14
63003-s-terra2,198.18.144.234,2024-10-13 05:19:14
23012-Eltex2,172.20.11.30,2024-10-13 05:29:15
23012-Eltex2,172.20.11.30,2024-10-13 05:29:15
63003-s-terra2,198.18.144.234,2024-10-13 05:49:13
23012-Eltex2,172.20.11.30,2024-10-13 05:10:15
23012-Eltex2,172.20.11.30,2024-10-13 05:55:14
23012-Eltex2,172.20.11.30,2024-10-13 06:04:14
23012-Eltex2,172.20.11.30,2024-10-13 06:04:14
63003-s-terra2,198.18.144.234,2024-10-13 06:04:14
25019-Eltex2,172.20.28.102,2024-10-13 06:08:15
63003-s-terra2,198.18.144.234,2024-10-13 06:15:14
24011-Eltex1,172.16.22.78,2024-10-13 06:25:13
23012-Eltex2,172.20.11.30,2024-10-13 06:29:15
23012-Eltex2,172.20.11.30,2024-10-13 06:29:15
63003-s-terra2,198.18.144.234,2024-10-13 06:39:14
11005-Eltex2,172.20.6.142,2024-10-13 06:42:13
54047-Eltex1,172.16.30.38,2024-10-13 06:40:35
23012-Eltex2,172.20.11.30,2024-10-13 06:53:17
23012-Eltex2,172.20.11.30,2024-10-13 06:53:17
63003-s-terra2,198.18.144.234,2024-10-13 06:59:14
51007-Eltex2,172.20.6.250,2024-10-13 07:16:19
78092-Eltex2,172.20.25.194,2024-10-13 07:16:17
39012-Eltex2,172.20.9.38,2024-10-13 07:16:14
63003-s-terra2,198.18.144.234,2024-10-13 07:17:14
78127-Eltex1,172.16.32.154,2024-10-13 07:16:17
78104-Eltex1,172.16.28.22,2024-10-13 07:16:13
78128-Eltex2,172.20.32.158,2024-10-13 07:16:13
29008-Eltex2,172.20.6.106,2024-10-13 07:19:16
23012-Eltex2,172.20.11.30,2024-10-13 07:19:16
51019-Eltex2,172.20.29.58,2024-10-13 07:21:17
78105-Eltex1,172.16.28.26,2024-10-13 07:21:20
78104-s-terra1,198.18.30.22,2024-10-13 07:16:06
39013-Eltex2,172.20.32.62,2024-10-13 07:21:17
51012-Eltex2,172.20.7.14,2024-10-13 07:22:12
51015-Eltex2,172.20.7.26,2024-10-13 07:22:12
51018-Eltex2,172.20.28.98,2024-10-13 07:22:13
78104-Eltex1,172.16.28.22,2024-10-13 07:22:13
78128-Eltex2,172.20.32.158,2024-10-13 07:22:13
51012-Eltex2,172.20.7.14,2024-10-13 07:27:12
63003-s-terra2,198.18.144.234,2024-10-13 07:30:14
78092-Eltex2,172.20.25.194,2024-10-13 07:41:16
23012-Eltex2,172.20.11.30,2024-10-13 07:42:15
23012-Eltex2,172.20.11.30,2024-10-13 07:45:14
23012-Eltex2,172.20.11.30,2024-10-13 07:49:19
23012-Eltex2,172.20.11.30,2024-10-13 07:59:15
23012-Eltex2,172.20.11.30,2024-10-13 07:59:15
63028-Eltex1,172.16.15.78,2024-10-13 08:09:13
63003-s-terra2,198.18.144.234,2024-10-13 08:09:13
50107-Eltex2,172.20.2.226,2024-10-13 08:17:19
50107-Eltex2,172.20.2.226,2024-10-13 08:00:32
63003-s-terra2,198.18.144.234,2024-10-13 08:19:14
23012-Eltex2,172.20.11.30,2024-10-13 08:28:15
23012-Eltex2,172.20.11.30,2024-10-13 08:28:15
